Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,Shopify Traffic Source,Customer Sale Type,Customer ID,Shipping Country,Missing_Product_Info,Missing_Customer_ID
XYZ Luxury,2026-03-05 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-05 02:00:33+00:00,2026-03-05 02:00:33+00:00,2026-03-08 20:52:59+00:00,6907570000000.0,#3286,Singapore,Rest of the World,Singapore,Singapore,Singapore,"card, Magic",8252950000000.0,Virsa Hair Clips Pair,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26, hp_rts09may, occasion",Default Title,11500.0,10350.0,10350.0,1,0.0,0.0,1.0,,10350.0,1.0,,1.0,1150.0,1,,First-time,8893380000000.0,Singapore,False,False
XYZ Luxury,2026-03-05 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-05 14:23:54+00:00,2026-03-05 14:23:54+00:00,2026-03-06 05:49:13+00:00,6909420000000.0,#3287,India,India,India,Karnataka,Bengaluru,"Magic, upi",9008490000000.0,Kinza Pearl Set,"3july-backup-dis, Bestseller_18sep, eoss_02jun, EOSS_jan26",Default Title,19500.0,17550.0,17550.0,1,0.0,0.0,1.0,,17550.0,1.0,,1.0,1950.0,1,,First-time,9166040000000.0,India,False,False
XYZ Luxury,2026-03-06 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-06 03:18:08+00:00,2026-03-06 03:18:08+00:00,2026-03-09 20:39:02+00:00,6912790000000.0,#3288,United States,USA,United States,Texas,Cypress,"Magic, wallet",8924010000000.0,Ansari Gokhdu Bangles Pair,"3july-backup-dis, Bestseller_18sep, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",02-Aug,7969.5,7969.5,7969.5,1,0.0,0.0,1.0,,7969.5,,1.0,1.0,0.0,1,,Returning,8824570000000.0,United States,False,False
XYZ Luxury,2026-03-06 00:00:00+00:00,INR,Draft Orders,2026-03-06 13:34:59+00:00,2026-03-06 13:34:59+00:00,2026-03-07 06:44:29+00:00,6914210000000.0,#3289,India,India,India,Uttar Pradesh,Greater Noida,,8741220000000.0,Gokhru Payal Pair,"desc addition, eoss_02jun, EOSS_jan26",Default Title,37318.0,33586.2,33586.2,1,0.0,0.0,1.0,,33586.2,1.0,,1.0,3731.8,1,,First-time,9170260000000.0,India,False,False
XYZ Luxury,2026-03-07 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-07 05:20:38+00:00,2026-03-07 05:20:38+00:00,2026-03-07 05:20:54+00:00,6942680000000.0,#3290,India,India,India,Uttar Pradesh,Sant Kabir Nagar,"card, Magic",9427520000000.0,Patiala Choker Set,sale-28,Default Title,15750.0,15750.0,15750.0,1,0.0,0.0,1.0,,15750.0,1.0,,1.0,0.0,1,,First-time,9173370000000.0,India,False,False
XYZ Luxury,2026-03-07 00:00:00+00:00,INR,Draft Orders,2026-03-07 08:57:48+00:00,2026-03-07 08:57:48+00:00,2026-03-07 10:26:21+00:00,6943400000000.0,#3291,India,India,India,Kerala,Chenganoor,,9008490000000.0,Jindaa’n Vaaliyaan,"eoss_02jun, EOSS_jan26",Default Title,17500.0,15750.0,15750.0,1,0.0,0.0,1.0,,15750.0,1.0,,1.0,1750.0,1,,First-time,9174050000000.0,India,False,False
XYZ Luxury,2026-03-07 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-07 12:44:24+00:00,2026-03-07 12:44:24+00:00,2026-03-10 17:15:50+00:00,6944120000000.0,#3292,United States,USA,United States,New York,Hicksville,"card, Magic",8955980000000.0,Simran Necklace Earrings & Tikka,"Bestseller_18sep, eoss_02jun, EOSS_jan26, hp_rts09may",Default Title,47500.0,42750.0,42750.0,1,0.0,0.0,1.0,,42750.0,1.0,,1.0,4750.0,1,,First-time,9174670000000.0,United States,False,False
XYZ Luxury,2026-03-07 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-07 13:17:49+00:00,2026-03-07 13:17:49+00:00,2026-03-10 17:15:50+00:00,6944240000000.0,#3293,United States,USA,United States,New York,Hicksville,"Magic, wallet",8182010000000.0,Simran Nath,"desc addition, eoss_02jun, EOSS_jan26",Default Title,9000.0,8100.0,8100.0,1,0.0,0.0,1.0,,8100.0,,1.0,1.0,900.0,1,,Returning,9174670000000.0,United States,False,False
XYZ Luxury,2026-03-08 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-08 10:35:55+00:00,2026-03-08 10:35:55+00:00,2026-03-09 05:40:21+00:00,6949150000000.0,#3294,India,India,India,Gujarat,Rajkot,"card, Magic",9475470000000.0,Jannat Earrings,"18-02, sale-28",Default Title,4152.54,3889.13,4589.17,1,0.0,0.0,1.0,,3889.13,,1.0,1.0,263.41,1,,Returning,8860770000000.0,India,False,False
XYZ Luxury,2026-03-08 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-08 11:48:47+00:00,2026-03-08 11:48:47+00:00,2026-03-09 13:10:04+00:00,6949410000000.0,#3295,India,India,India,Punjab,Ludhiana,"card, Magic",9111030000000.0,Jaazmine Pippal Patti Studs,EOSS_jan26,Default Title,10000.0,9000.0,9000.0,1,0.0,0.0,1.0,,9000.0,1.0,,1.0,1000.0,1,,First-time,9179510000000.0,India,False,False
XYZ Luxury,2026-03-08 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-08 15:43:15+00:00,2026-03-08 15:43:15+00:00,2026-03-09 05:43:10+00:00,6950310000000.0,#3296,India,India,India,Delhi,West Delhi,"Magic, upi",9478430000000.0,Amina Pippal Patti Passa,"20-02, sale-28",Default Title,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,,1.0,1.0,0.0,1,,Returning,9161440000000.0,India,False,False
XYZ Luxury,2026-03-09 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-09 14:08:34+00:00,2026-03-09 14:08:34+00:00,2026-03-10 05:29:05+00:00,6952530000000.0,#3297,India,India,India,Jammu and Kashmir,Jammu,"Magic, upi",9478430000000.0,Amina Ruby Emerald Passa,"20-02, sale-28",Default Title,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,1.0,,1.0,0.0,1,,First-time,9182780000000.0,India,False,False
XYZ Luxury,2026-03-10 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-10 07:39:36+00:00,2026-03-10 07:39:36+00:00,2026-03-10 10:27:54+00:00,6958790000000.0,#3298,India,India,India,Punjab,Kingra Jalandhar,"card, Magic",8745340000000.0,Sutlej Hair Pins Pair,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26",Default Title,11500.0,10350.0,10350.0,1,0.0,0.0,1.0,,10350.0,1.0,,1.0,1150.0,1,,First-time,9184710000000.0,India,False,False
XYZ Luxury,2026-03-11 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-10 18:43:59+00:00,2026-03-10 18:43:59+00:00,2026-03-11 05:13:16+00:00,6965350000000.0,#3299,India,India,India,Maharashtra,Mumbai,"Magic, upi",9428130000000.0,Param tikka,category_tikka,Default Title,11500.0,10350.0,10350.0,1,0.0,0.0,1.0,,10350.0,1.0,,1.0,1150.0,1,,First-time,9141270000000.0,India,False,False
XYZ Luxury,2026-03-11 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-11 07:49:31+00:00,2026-03-11 07:49:31+00:00,2026-03-11 07:58:53+00:00,6968350000000.0,#3300,India,India,India,Punjab,Ludhiana,"card, Magic",8924020000000.0,Sabina Bangles Set,"3july-backup-dis, Bestseller_18sep, category_bangles, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",02-Aug,4418.4,4418.4,4418.4,1,0.0,0.0,1.0,,4418.4,,1.0,1.0,0.0,1,,Returning,8923140000000.0,India,False,False
XYZ Luxury,2026-03-11 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-11 18:17:20+00:00,2026-03-11 18:17:20+00:00,2026-03-12 05:55:43+00:00,6970050000000.0,#3301,India,India,India,Jammu and Kashmir,Jammu,"Magic, upi",9478430000000.0,Areej Antique Pearl Set,"20-02, category_necklace, sale-28",Default Title,5250.0,5250.0,5250.0,1,0.0,0.0,1.0,,5250.0,1.0,,1.0,0.0,1,,First-time,9195300000000.0,India,False,False
XYZ Luxury,2026-03-11 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-11 18:27:37+00:00,2026-03-11 18:27:37+00:00,2026-03-11 18:27:53+00:00,6970100000000.0,#3302,India,India,India,Gujarat,Surat,"card, Magic",8745340000000.0,Sutlej Hair Pins Pair,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26",Default Title,11500.0,10350.0,10350.0,1,0.0,0.0,1.0,,10350.0,1.0,,1.0,1150.0,1,,First-time,9167200000000.0,India,False,False
XYZ Luxury,2026-03-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-11 22:33:13+00:00,2026-03-11 22:33:13+00:00,2026-03-12 05:52:06+00:00,6971140000000.0,#3303,India,India,India,Gujarat,Ahmedabad,"card, Magic",8923250000000.0,Namar Atique Bangles,"3july-backup-dis, Bestseller_18sep, category_bangles, eoss_02jun, EOSS_jan26, hp_rts09may, sale-28, Silver Bangles",02-Apr,7969.5,7969.5,7969.5,1,0.0,0.0,1.0,,7969.5,1.0,,1.0,0.0,1,,First-time,8320030000000.0,India,False,False
XYZ Luxury,2026-03-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-12 03:40:10+00:00,2026-03-12 03:40:10+00:00,2026-03-15 20:36:39+00:00,6972440000000.0,#3304,United States,USA,United States,California,La Mesa,"card, Magic",9111080000000.0,Bani Choker Set,"category_choker, EOSS_jan26",Default Title,27500.0,24750.0,24750.0,1,0.0,0.0,1.0,,24750.0,1.0,,1.0,2750.0,1,,First-time,9199210000000.0,United States,False,False
XYZ Luxury,2026-03-12 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-12 16:33:44+00:00,2026-03-12 16:33:44+00:00,2026-03-13 05:45:25+00:00,6974550000000.0,#3305,India,India,India,Haryana,Panchkula,"Magic, upi",9474300000000.0,rubina choker set,"17f, category_choker, category_necklace, sale-28",Default Title,9800.0,9800.0,9800.0,1,0.0,0.0,1.0,,9800.0,1.0,,1.0,0.0,1,,First-time,9175070000000.0,India,False,False
XYZ Luxury,2026-03-13 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-13 04:01:27+00:00,2026-03-13 04:01:28+00:00,2026-03-16 05:15:15+00:00,6977220000000.0,#3306,Canada,Rest of the World,Canada,Alberta,Edmonton,,9219650000000.0,Pakeezah Choker Set,"category_choker, category_necklace, Clearance Sale, EOSS_jan26",Default Title,26950.0,24255.0,24255.0,1,0.0,0.0,1.0,,24255.0,1.0,,1.0,2695.0,1,,First-time,9205810000000.0,Canada,False,False
XYZ Luxury,2026-03-13 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-13 15:38:42+00:00,2026-03-13 15:38:42+00:00,2026-03-13 15:38:58+00:00,6978650000000.0,#3307,India,India,India,Punjab,Mohali,"Magic, upi",9474310000000.0,iffat choker set,"17f, sale-28",Default Title,9800.0,9800.0,9800.0,1,0.0,0.0,1.0,,9800.0,1.0,,1.0,0.0,1,,First-time,9194500000000.0,India,False,False
XYZ Luxury,2026-03-14 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-14 01:42:52+00:00,2026-03-14 01:42:52+00:00,2026-03-14 01:43:08+00:00,6980080000000.0,#3308,United States,USA,United States,Texas,Houston,"card, Magic",8654710000000.0,Kapurthala Red Shell Pearl Chooda,"category_chooda, Chooda, eoss_02jun, EOSS_jan26",02-Aug,9000.0,8642.38,8642.38,1,0.0,0.0,1.0,,8642.38,1.0,,1.0,357.62,1,,First-time,9212080000000.0,United States,False,False
XYZ Luxury,2026-03-14 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-14 06:10:04+00:00,2026-03-14 06:10:04+00:00,2026-03-14 06:10:20+00:00,6980640000000.0,#3309,India,India,India,Assam,Kamrup,"Magic, upi",8741480000000.0,Nazare Ring,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26, hp_rts09may",Default Title,6000.0,5400.0,5400.0,1,0.0,0.0,1.0,,5400.0,1.0,,1.0,600.0,1,,First-time,9213510000000.0,India,False,False
XYZ Luxury,2026-03-14 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-14 06:28:16+00:00,2026-03-14 06:28:16+00:00,2026-03-14 06:28:32+00:00,6980680000000.0,#3310,India,India,India,Uttar Pradesh,Mathura,"Magic, upi",9474310000000.0,panna choker set,"17f, category_choker, category_necklace, sale-28",Default Title,8750.0,8750.0,8750.0,1,0.0,0.0,1.0,,8750.0,1.0,,1.0,0.0,1,,First-time,9213560000000.0,India,False,False
XYZ Luxury,2026-03-14 00:00:00+00:00,INR,Draft Orders,2026-03-14 09:52:28+00:00,2026-03-14 09:52:28+00:00,2026-03-14 09:52:29+00:00,6981040000000.0,#3311,United Kingdom,Rest of the World,United Kingdom,England,Slough,,,,,,15500.0,15500.0,17500.0,1,0.0,0.0,1.0,,15500.0,1.0,,1.0,0.0,2,,First-time,9213980000000.0,United Kingdom,True,False
XYZ Luxury,2026-03-15 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-15 02:41:41+00:00,2026-03-15 02:41:41+00:00,2026-03-15 02:41:57+00:00,6983550000000.0,#3312,India,India,India,Karnataka,Bengaluru,"Magic, upi",8830400000000.0,Chandni Earrings With Sahare,"category_earring, Clearance Sale, eoss_02jun, EOSS_jan26",Default Title,18343.0,16508.7,16508.7,1,0.0,0.0,1.0,,16508.7,1.0,,1.0,1834.3,1,,First-time,9216430000000.0,India,False,False
XYZ Luxury,2026-03-15 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-15 04:37:41+00:00,2026-03-15 04:37:41+00:00,2026-03-15 04:37:57+00:00,6983840000000.0,#3313,United States,USA,United States,Oregon,Beaverton,"card, Magic",9478450000000.0,Nimrat Jhumki Earrings,"category_earring, sale-28",Default Title,8750.0,8750.0,8750.0,1,0.0,0.0,1.0,,8750.0,,1.0,1.0,0.0,1,,Returning,8327710000000.0,United States,False,False
XYZ Luxury,2026-03-15 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-15 06:32:31+00:00,2026-03-15 06:32:31+00:00,2026-03-15 06:32:47+00:00,6984090000000.0,#3314,Canada,Rest of the World,Canada,British Columbia,Surrey,"Magic, wallet",9408510000000.0,Raunaq Necklace Set,"av-07jan26, category_choker, category_necklace, EOSS_jan26, sale-28",Default Title,11550.0,11550.0,11550.0,1,0.0,0.0,1.0,,11550.0,1.0,,1.0,0.0,1,,First-time,9181320000000.0,Canada,False,False
XYZ Luxury,2026-03-15 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-15 08:43:45+00:00,2026-03-15 08:43:45+00:00,2026-03-15 08:44:00+00:00,6984350000000.0,#3315,India,India,India,Haryana,Gurur,"Magic, upi",9474390000000.0,panna studs,"17f, category_earring, sale-28",Default Title,4900.0,4900.0,4900.0,1,0.0,0.0,1.0,,4900.0,1.0,,1.0,0.0,1,,First-time,9217220000000.0,India,False,False
XYZ Luxury,2026-03-15 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-15 14:39:45+00:00,2026-03-15 14:39:45+00:00,2026-03-15 14:40:01+00:00,6985120000000.0,#3316,India,India,India,Maharashtra,Mumbai,"Magic, upi",9472660000000.0,Begum Jaan Nath,,Default Title,14500.0,13050.0,13050.0,1,0.0,0.0,1.0,,13050.0,,1.0,1.0,1450.0,1,,Returning,9141270000000.0,India,False,False
XYZ Luxury,2026-03-15 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-15 17:17:44+00:00,2026-03-15 17:17:44+00:00,2026-03-15 17:18:00+00:00,6985580000000.0,#3317,India,India,India,Maharashtra,Nagpur,"Magic, upi",9408490000000.0,Vani Antique Set,"av-07jan26, category_choker, category_necklace, EOSS_jan26, sale-28",Default Title,6300.0,6300.0,6300.0,1,0.0,0.0,1.0,,6300.0,1.0,,1.0,0.0,1,,First-time,9218710000000.0,India,False,False
XYZ Luxury,2026-03-16 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-16 08:59:44+00:00,2026-03-16 08:59:44+00:00,2026-03-16 09:00:00+00:00,6987000000000.0,#3318,India,India,India,Punjab,Bathinda,"Magic, upi",9478430000000.0,Amina Pippal Patti Passa,"20-02, category_Passa, sale-28",Default Title,8050.0,8050.0,8050.0,1,0.0,0.0,1.0,,8050.0,1.0,,1.0,0.0,1,,First-time,9220290000000.0,India,False,False
XYZ Luxury,2026-03-17 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-17 12:07:36+00:00,2026-03-17 12:07:36+00:00,2026-03-20 07:26:02+00:00,6992520000000.0,#3319,India,India,India,Haryana,Hisar,"Magic, upi",9463350000000.0,sona studs,category_earring,Default Title,3389.83,3050.85,3600.0,1,0.0,0.0,1.0,,3050.85,1.0,,1.0,338.98,1,,First-time,9225820000000.0,India,False,False
XYZ Luxury,2026-03-18 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-17 19:36:06+00:00,2026-03-17 19:36:07+00:00,2026-03-18 02:43:45+00:00,6994000000000.0,#3320,India,India,India,Chandigarh,Mohali,,8652470000000.0,Morni Hair Clips Pair,"desc addition, eoss_02jun, EOSS_jan26, occasion",Default Title,9500.0,8550.0,8550.0,1,0.0,0.0,1.0,,8550.0,1.0,,1.0,950.0,1,,First-time,9226940000000.0,India,False,False
XYZ Luxury,2026-03-18 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-17 22:50:03+00:00,2026-03-17 22:50:03+00:00,2026-03-17 22:50:19+00:00,6994680000000.0,#3321,United States,USA,United States,California,Novato,"card, Magic",9474390000000.0,iffat studs,"17f, category_earring, sale-28",Default Title,5250.0,5250.0,5250.0,1,0.0,0.0,1.0,,5250.0,1.0,,1.0,0.0,1,,First-time,9228030000000.0,United States,False,False
XYZ Luxury,2026-03-18 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-18 04:57:07+00:00,2026-03-18 04:57:07+00:00,2026-03-18 04:57:23+00:00,6995930000000.0,#3322,United States,USA,United States,Washington,Auburn,"card, Magic",8710430000000.0,Lahori Double Chain,"Bestseller_18sep, category_choker, category_necklace, desc addition, eoss_02jun, EOSS_jan26",Default Title,18343.0,16508.7,16508.7,1,0.0,0.0,1.0,,16508.7,,1.0,1.0,1834.3,1,,Returning,7907630000000.0,United States,False,False
XYZ Luxury,2026-03-18 00:00:00+00:00,INR,XYZ Luxury - magic checkout,2026-03-18 07:26:42+00:00,2026-03-18 07:26:46+00:00,2026-03-20 07:13:49+00:00,6996280000000.0,#3323,India,India,India,Haryana,Gurgaon,,8252950000000.0,Virsa Hair Clips Pair,"Bestseller_18sep, desc addition, eoss_02jun, EOSS_jan26, hp_rts09may, occasion",Default Title,11500.0,10350.0,10350.0,1,0.0,0.0,1.0,,10350.0,1.0,,1.0,1150.0,1,,First-time,9226290000000.0,India,False,False
